"converted_date","first_name","last_name","hire_date"
"1986-07-24","Zhenhua","Hasenauer","7/24/1986"
"1986-12-23","Lakshmi","Velasco","12/23/1986"
"1986-02-21","Xumin","Fairtlough","2/21/1986"
"1986-01-15","Xiaoqiu","Yurek","1/15/1986"
"1986-09-15","Jeanne","Hebert","9/15/1986"
"1986-09-15","Neelam","Chachaty","9/15/1986"
"1986-10-16","Valeri","Dusink","10/16/1986"
"1986-03-11","Domenick","Huhdanpaa","3/11/1986"
"1986-06-25","Tuval","Rosis","6/25/1986"
"1986-01-26","Zongyan","Mahnke","1/26/1986"
"1986-12-03","Xiaopeng","Schnabel","12/3/1986"
"1986-04-08","Nishit","Suermann","4/8/1986"
"1986-04-01","Val","Bolotov","4/1/1986"
"1986-02-22","Youjian","Fiutem","2/22/1986"
"1986-10-16","Fumiko","Bugaenko","10/16/1986"
"1986-06-22","Matk","Perna","6/22/1986"
"1986-09-17","Mary","Navazio","9/17/1986"
"1986-01-03","Florina","Heering","1/3/1986"
"1986-03-13","Ugo","Coorg","3/13/1986"
"1986-09-11","Kazuyasu","Ginneken","9/11/1986"
"1986-05-15","Akemi","Schneeberger","5/15/1986"
"1986-05-07","Akhilish","Zongker","5/7/1986"
"1986-04-02","Gal","Fraisse","4/2/1986"
"1986-06-17","Nishit","Siepmann","6/17/1986"
"1986-06-20","Wilmer","Schnabel","6/20/1986"
"1986-11-27","Adel","Swiler","11/27/1986"
"1986-06-14","Yunming","Berendt","6/14/1986"
"1986-12-23","Kish","Asser","12/23/1986"
"1986-01-16","Tru","Grandbois","1/16/1986"
"1986-06-17","Jolita","Cheshire","6/17/1986"
"1986-06-17","Shooichi","Rajaraman","6/17/1986"
"1986-12-24","Shridhar","Bharadwaj","12/24/1986"
"1986-05-17","Mats","Larfeldt","5/17/1986"
"1986-09-21","Mansur","Pauthner","9/21/1986"
"1986-10-31","Basem","Perz","10/31/1986"
"1986-10-13","Arno","Constantine","10/13/1986"
"1986-05-10","Odoardo","Zyda","5/10/1986"
"1986-05-15","Billie","Waleschkowski","5/15/1986"
"1986-05-12","Felicidad","Schmiedel","5/12/1986"
"1986-07-30","Aloke","Hockney","7/30/1986"
"1986-04-06","Chenxi","Welham","4/6/1986"
"1986-06-12","Shan","Madeira","6/12/1986"
"1986-01-06","Shuho","Roisin","1/6/1986"
"1986-02-13","Sachio","Marrakchi","2/13/1986"
"1986-02-20","Tianruo","Tyugu","2/20/1986"
"1986-06-15","Toong","Kisuki","6/15/1986"
"1986-10-19","Elzbieta","Awdeh","10/19/1986"
"1986-09-24","Kayoko","Candan","9/24/1986"
"1986-09-26","Tadahiro","Krider","9/26/1986"
"1986-04-30","Duke","Rosis","4/30/1986"
"1986-05-15","Weiru","Kalefeld","5/15/1986"
"1986-01-11","Irene","Fujisaki","1/11/1986"
"1986-05-11","Monique","Pileggi","5/11/1986"
"1986-10-30","Mohan","Shobatake","10/30/1986"
"1986-03-26","Subhrajyoti","Adachi","3/26/1986"
"1986-06-03","Zsolt","Gulik","6/3/1986"
"1986-05-31","Hailing","Ghemri","5/31/1986"
"1986-12-15","Tsuneo","Naumovich","12/15/1986"
"1986-09-03","Berni","Pena","9/3/1986"
"1986-03-13","Venkatesan","Trumbly","3/13/1986"
"1986-03-21","Amstein","Kulisch","3/21/1986"
"1986-12-17","Goetz","Pulkowski","12/17/1986"
"1986-11-04","Zhenhua","Stifter","11/4/1986"
"1986-09-17","Licheng","Staylopatis","9/17/1986"
"1986-09-03","Jacopo","Foote","9/3/1986"
"1986-02-15","Martins","Farrow","2/15/1986"
"1986-06-10","Marl","Albarhamtoshy","6/10/1986"
"1986-04-07","Kazunori","Lueh","4/7/1986"
"1986-07-05","Heejo","Gihr","7/5/1986"
"1986-08-07","Niranjan","Akazan","8/7/1986"
"1986-04-11","Kwok","Heinisuo","4/11/1986"
"1986-02-15","Emdad","Uhrik","2/15/1986"
"1986-09-01","Make","Kleiser","9/1/1986"
"1986-11-02","Saeed","Ranta","11/2/1986"
"1986-12-01","Honglan","Highland","12/1/1986"
"1986-05-04","Franziska","Zlotek","5/4/1986"
"1986-08-13","Divier","Morrey","8/13/1986"
"1986-05-29","Manohar","Harllee","5/29/1986"
"1986-12-11","Divine","Muntz","12/11/1986"
"1986-01-30","Bikash","Matzke","1/30/1986"
"1986-04-17","Raimond","Syrzycki","4/17/1986"
"1986-01-08","Djenana","Soloway","1/8/1986"
"1986-12-31","Moheb","Itschner","12/31/1986"
"1986-08-01","Seshu","Nitsch","8/1/1986"
"1986-12-24","Yinghua","Brandsma","12/24/1986"
"1986-01-24","Kendra","Denis","1/24/1986"
"1986-08-24","Lijie","Kroha","8/24/1986"
"1986-03-29","Pranjal","Sudkamp","3/29/1986"
"1986-03-21","Jaber","Saoudi","3/21/1986"
"1986-11-17","Remzi","Mateescu","11/17/1986"
"1986-10-09","Ingmar","Merli","10/9/1986"
"1986-03-13","Jiann","Gire","3/13/1986"
"1986-02-05","Girolamo","Smailagic","2/5/1986"
"1986-01-12","Arch","Thebaut","1/12/1986"
"1986-03-31","Christophe","Zaccaria","3/31/1986"
"1986-09-26","Panayotis","Tyugu","9/26/1986"
"1986-11-18","Badri","Biran","11/18/1986"
"1986-10-12","Isaac","Schaap","10/12/1986"
"1986-12-21","Demos","Nishimukai","12/21/1986"
"1986-01-31","Mohan","Basart","1/31/1986"
"1986-09-19","Fusako","Hiraishi","9/19/1986"
"1986-08-26","Eirik","Schonegge","8/26/1986"
"1986-09-10","Mack","Wielonsky","9/10/1986"
"1986-06-10","Maria","Aseltine","6/10/1986"
"1986-05-27","Subbu","Falster","5/27/1986"
"1986-08-08","Eben","Krichel","8/8/1986"
"1986-09-27","Douadi","Fiebach","9/27/1986"
"1986-03-21","Jianhua","Ritzmann","3/21/1986"
"1986-07-19","Kenton","Frijda","7/19/1986"
"1986-12-15","Aruna","Delgrande","12/15/1986"
"1986-12-12","Ung","Argence","12/12/1986"
"1986-12-21","Danco","Bael","12/21/1986"
"1986-08-15","DeForest","Khasidashvili","8/15/1986"
"1986-08-16","Kwangyoen","Kading","8/16/1986"
"1986-07-21","Mariangiola","Setia","7/21/1986"
"1986-01-03","Phillip","Castellani","1/3/1986"
"1986-04-10","Kerhong","Harbusch","4/10/1986"
"1986-03-25","Vishv","Ghazalie","3/25/1986"
"1986-10-18","Leandro","Sridhar","10/18/1986"
"1986-09-22","Sasan","Ozeki","9/22/1986"
"1986-12-21","Uli","Reutenauer","12/21/1986"
"1986-12-06","Persi","Fordan","12/6/1986"
"1986-08-26","Arunas","Vasanthakumar","8/26/1986"
"1986-10-03","Alagu","Siprelle","10/3/1986"
"1986-07-02","Sreekrishna","Henders","7/2/1986"
"1986-01-21","Mountaz","Marchegay","1/21/1986"
"1986-08-29","Suvo","Lanphier","8/29/1986"
"1986-03-30","JoAnne","Falco","3/30/1986"
"1986-11-11","Remko","Merel","11/11/1986"
"1986-05-25","Rayond","Godskesen","5/25/1986"
"1986-02-15","Kwangjo","Wroclawski","2/15/1986"
"1986-04-24","Kamakshi","Cronau","4/24/1986"
"1986-11-30","Adly","Heinisuo","11/30/1986"
"1986-07-07","Shigehito","Flanders","7/7/1986"
"1986-03-02","Dhritiman","Ramamoorthy","3/2/1986"
"1986-07-09","Vitali","Wroclawski","7/9/1986"
"1986-04-18","Godehard","Kisuki","4/18/1986"
"1986-11-30","Kristine","Claffy","11/30/1986"
"1986-02-06","Aloke","Billingsley","2/6/1986"
"1986-11-15","Eldridge","Lores","11/15/1986"
"1986-11-13","Lucien","Passino","11/13/1986"
"1986-08-11","Ingemar","Zirintsis","8/11/1986"
"1986-09-27","Chenyi","Yurov","9/27/1986"
"1986-11-27","Hisao","Hiroyama","11/27/1986"
"1986-08-04","Marjo","Krichel","8/4/1986"
"1986-03-29","Fumiya","Cannard","3/29/1986"
"1986-10-23","Marc","Clouatre","10/23/1986"
"1986-10-14","Elgin","Bondorf","10/14/1986"
"1986-08-29","Anneke","Harnett","8/29/1986"
"1986-05-26","Gor","Rijsenbrij","5/26/1986"
"1986-08-08","Branimir","Benveniste","8/8/1986"
"1986-11-20","Alper","Swab","11/20/1986"
"1986-04-18","Constantine","Ranst","4/18/1986"
"1986-06-02","Jagoda","Benveniste","6/2/1986"
"1986-05-13","Yuuichi","Lieberherr","5/13/1986"
"1986-03-03","Hideo","Lung","3/3/1986"
"1986-09-08","Leon","Besselaar","9/8/1986"
"1986-12-10","Arumugam","Chimia","12/10/1986"
"1986-10-23","Eckart","Heusch","10/23/1986"
"1986-07-12","Charlene","Narwekar","7/12/1986"
"1986-09-10","Chaosheng","Bennis","9/10/1986"
"1986-10-25","Martien","Casley","10/25/1986"
"1986-03-02","Yurij","Hutton","3/2/1986"
"1986-12-30","Amstein","Thombley","12/30/1986"
"1986-10-13","Lucien","Schlenzig","10/13/1986"
"1986-04-29","Basim","Ghelli","4/29/1986"
"1986-02-25","Menkae","Schlumberger","2/25/1986"
"1986-10-26","Przemyslawa","Beidas","10/26/1986"
"1986-08-06","Cristinel","Paludetto","8/6/1986"
"1986-02-02","Lihong","Serra","2/2/1986"
"1986-09-09","Pramod","Leppanen","9/9/1986"
"1986-01-06","Nishit","Manders","1/6/1986"
"1986-06-25","Danai","Anick","6/25/1986"
"1986-03-02","Ortrun","Rajala","3/2/1986"
"1986-02-13","Kwan","Narwekar","2/13/1986"
"1986-01-13","Arlette","Templeman","1/13/1986"
"1986-03-23","Gila","Gist","3/23/1986"
"1986-08-11","Hongzhu","Norsworthy","8/11/1986"
"1986-01-19","Shay","Kuhnemann","1/19/1986"
"1986-05-08","Sachem","Saoudi","5/8/1986"
"1986-12-14","Djelloul","Zongker","12/14/1986"
"1986-01-01","Subir","Shumilov","1/1/1986"
"1986-02-17","Hercules","Ranum","2/17/1986"
"1986-03-12","Aris","Perelgut","3/12/1986"
"1986-07-22","Leon","Baba","7/22/1986"
"1986-04-12","Magy","Peltason","4/12/1986"
"1986-04-30","Zdislav","Przulj","4/30/1986"
"1986-09-16","Shahar","Hutton","9/16/1986"
"1986-12-08","Barun","Renear","12/8/1986"
"1986-05-13","Xudong","Cincotta","5/13/1986"
"1986-07-02","Mizuhito","Glinert","7/2/1986"
"1986-07-03","Ortrun","Openshaw","7/3/1986"
"1986-02-22","Remzi","Nyanchama","2/22/1986"
"1986-11-10","Goetz","Legleitner","11/10/1986"
"1986-06-21","Kwangyoen","Guting","6/21/1986"
"1986-04-29","Genki","Woycyznski","4/29/1986"
"1986-12-26","Kiyokazu","Bultermann","12/26/1986"
"1986-06-21","Paris","Weiland","6/21/1986"
"1986-09-20","Sangeeta","Gien","9/20/1986"
"1986-01-27","Gio","Spieker","1/27/1986"
"1986-12-01","Tonny","Stenning","12/1/1986"
"1986-03-10","Aran","Decaestecker","3/10/1986"
"1986-06-22","Shaleah","Wuwongse","6/22/1986"
"1986-10-31","Suvo","Falck","10/31/1986"
"1986-02-20","Dulce","Bellone","2/20/1986"
"1986-09-16","Zhiwei","Lukaszewicz","9/16/1986"
"1986-02-23","Tesuya","Selvestrel","2/23/1986"
"1986-06-06","Pintsang","Flexer","6/6/1986"
"1986-03-18","Radoslaw","Peron","3/18/1986"
"1986-06-05","Danco","Waleschkowski","6/5/1986"
"1986-04-25","Yuchang","Esposito","4/25/1986"
"1986-03-02","Chikako","Pietrzykowski","3/2/1986"
"1986-10-29","Tianruo","Kriebel","10/29/1986"
"1986-04-09","Sverrir","Badache","4/9/1986"
"1986-06-02","Feipei","Narlikar","6/2/1986"
"1986-04-02","Vivian","Nishimukai","4/2/1986"
"1986-12-26","Branimir","Stemann","12/26/1986"
"1986-01-12","Marsha","Weiland","1/12/1986"
"1986-04-19","Jeanna","Steinauer","4/19/1986"
"1986-05-10","Subhada","Sifakis","5/10/1986"
"1986-07-06","Sungwon","Cesareni","7/6/1986"
"1986-02-12","Hitofumi","Yamaashi","2/12/1986"
"1986-09-14","Candida","Wallrath","9/14/1986"
"1986-10-29","Jaideep","Luon","10/29/1986"
"1986-03-24","Shuzo","Sudkamp","3/24/1986"
"1986-01-11","Laurentiu","Famili","1/11/1986"
"1986-08-15","Kitty","Rusterholz","8/15/1986"
"1986-01-19","Remmert","Baik","1/19/1986"
"1986-05-25","Nakhoon","Heping","5/25/1986"
"1986-03-28","Cheong","Hofstetter","3/28/1986"
"1986-10-04","Kankanahalli","Wendorf","10/4/1986"
"1986-07-18","Margareta","Swiss","7/18/1986"
"1986-09-24","Hinrich","Hofting","9/24/1986"
"1986-05-26","Xumin","Passafiume","5/26/1986"
"1986-04-13","Pramod","Heemskerk","4/13/1986"
"1986-12-17","Kristinn","Litzkow","12/17/1986"
"1986-11-17","Conor","Flowers","11/17/1986"
"1986-05-24","Youjian","Ratnakar","5/24/1986"
"1986-05-26","Kitty","Genther","5/26/1986"
"1986-09-07","Gunilla","Pepe","9/7/1986"
"1986-07-16","Ekawit","Bahk","7/16/1986"
"1986-07-23","Jessie","Kadhim","7/23/1986"
"1986-07-08","Trygve","Valette","7/8/1986"
"1986-03-12","Honglan","Morton","3/12/1986"
"1986-02-20","Nahum","Puoti","2/20/1986"
"1986-08-29","Willard","Zastre","8/29/1986"
"1986-08-12","Yishay","Bouloucos","8/12/1986"
"1986-04-01","Zsolt","Condotta","4/1/1986"
"1986-01-27","Eldridge","Champarnaud","1/27/1986"
"1986-10-06","Jouko","Sherertz","10/6/1986"
"1986-04-26","Mart","Mattern","4/26/1986"
"1986-07-25","Arvind","Herber","7/25/1986"
"1986-03-14","Quingbo","Lieblein","3/14/1986"
"1986-07-30","Chenxi","Remmers","7/30/1986"
"1986-01-14","Fun","Nicolson","1/14/1986"
"1986-01-10","Mooi","Morrey","1/10/1986"
"1986-10-01","Brewster","Kalorkoti","10/1/1986"
"1986-04-23","Akemi","Schaft","4/23/1986"
"1986-07-15","Chenye","Rajcani","7/15/1986"
"1986-01-13","Fei","Hiyoshi","1/13/1986"
"1986-07-01","Hatsukazu","Jonsson","7/1/1986"
"1986-05-09","Mohua","Nitsch","5/9/1986"
"1986-01-15","Fumiyo","Minakawa","1/15/1986"
"1986-05-11","Morris","Strandh","5/11/1986"
"1986-01-28","Yuchang","Emden","1/28/1986"
"1986-01-29","Djelloul","Rabehasaina","1/29/1986"
"1986-12-21","Valter","Kroll","12/21/1986"
"1986-10-20","Insup","Morrey","10/20/1986"
"1986-02-11","Shridhar","Heijenga","2/11/1986"
"1986-08-28","Uno","Linnainmaa","8/28/1986"
"1986-12-09","Mansur","Zeilberger","12/9/1986"
"1986-07-28","Adil","Demian","7/28/1986"
"1986-10-24","Fai","Zallocco","10/24/1986"
"1986-02-18","Palash","Gecsei","2/18/1986"
"1986-01-10","Kankanahalli","Itschner","1/10/1986"
"1986-09-24","Almudena","Melton","9/24/1986"
"1986-08-03","Pintsang","Kropf","8/3/1986"
"1986-06-23","Masako","Jullig","6/23/1986"
"1986-05-24","Angel","Reutenauer","5/24/1986"
"1986-02-26","Prodip","McClure","2/26/1986"
"1986-04-27","Yechiam","Cummings","4/27/1986"
"1986-02-24","Geoff","Luck","2/24/1986"
"1986-11-05","Gererd","Breugel","11/5/1986"
"1986-01-21","Alenka","Stroustrup","1/21/1986"
"1986-08-07","Gilbert","Camurati","8/7/1986"
"1986-01-22","Stevo","Terlouw","1/22/1986"
"1986-07-19","Laurentiu","Malabarba","7/19/1986"
"1986-06-29","Sushant","McFarlin","6/29/1986"
"1986-12-22","Otmar","Velasco","12/22/1986"
"1986-03-14","Naraig","Lally","3/14/1986"
"1986-11-17","Lidong","Genther","11/17/1986"
"1986-01-28","Arlette","Brendel","1/28/1986"
"1986-08-23","Parviz","Basart","8/23/1986"
"1986-10-05","Kwan","Sluis","10/5/1986"
"1986-07-11","Ferdinand","Schmiedel","7/11/1986"
"1986-01-20","Leandro","Bresenham","1/20/1986"
"1986-09-22","Manohar","Ghazalie","9/22/1986"
"1986-05-13","Lech","Lalonde","5/13/1986"
"1986-09-10","Tetsushi","Heering","9/10/1986"
"1986-10-18","Miyeon","Pelz","10/18/1986"
"1986-03-28","Nadjib","Wolniewicz","3/28/1986"
"1986-08-25","Sachio","Douceur","8/25/1986"
"1986-02-17","Shrikanth","Alameldin","2/17/1986"
"1986-03-12","Magy","Zultner","3/12/1986"
"1986-11-05","Prodip","Kugler","11/5/1986"
"1986-05-11","Serge","Bresenham","5/11/1986"
"1986-10-03","Saddek","Danner","10/3/1986"
"1986-05-09","Gio","Vernadat","5/9/1986"
"1986-06-11","Ziyad","Merel","6/11/1986"
"1986-12-01","Barna","Beausoleil","12/1/1986"
"1986-04-04","Elgin","Juneja","4/4/1986"
"1986-07-12","Shaz","Zedlitz","7/12/1986"
"1986-10-06","Ramya","Delgrossi","10/6/1986"
"1986-12-19","Kitty","Serre","12/19/1986"
"1986-01-03","Nishit","Heiserman","1/3/1986"
"1986-04-12","Matk","Luan","4/12/1986"
"1986-09-15","Mostafa","Osgood","9/15/1986"
"1986-07-28","Paris","Talmon","7/28/1986"
"1986-06-20","Gina","Decaestecker","6/20/1986"
"1986-10-09","Owen","Kolvik","10/9/1986"
"1986-04-12","Tamiya","Syrotiuk","4/12/1986"
"1986-05-21","Dipankar","Duclos","5/21/1986"
"1986-02-26","Shichao","Bierbaum","2/26/1986"
"1986-07-23","Werner","Vidal","7/23/1986"
"1986-09-06","Kersti","Fortenbacher","9/6/1986"
"1986-11-18","Sarita","Suermann","11/18/1986"
"1986-01-31","Kasturi","Claffy","1/31/1986"
"1986-04-26","Fuqing","Lorys","4/26/1986"
"1986-09-02","Piyawadee","Masamoto","9/2/1986"
"1986-06-10","Claudi","Buchter","6/10/1986"
"1986-03-03","Jianhui","Schwaller","3/3/1986"
"1986-03-27","Jeane","Bratten","3/27/1986"
"1986-10-04","Changho","Munoz","10/4/1986"
"1986-08-29","Saddek","Penttonen","8/29/1986"
"1986-08-01","Weijing","Poehlman","8/1/1986"
"1986-11-22","Zengping","Birsak","11/22/1986"
"1986-07-05","Mabo","Auyong","7/5/1986"
"1986-11-03","Jeane","Rahimi","11/3/1986"
"1986-08-07","Mamdouh","Pietracaprina","8/7/1986"
"1986-11-01","Aloke","Vasanthakumar","11/1/1986"
"1986-10-21","Dante","Klerer","10/21/1986"
"1986-08-04","Marl","Muniz","8/4/1986"
"1986-05-30","Shir","Wossner","5/30/1986"
"1986-11-22","Paris","Peyn","11/22/1986"
"1986-10-24","Tru","Vecchio","10/24/1986"
"1986-04-06","Macha","Veevers","4/6/1986"
"1986-07-04","Mohd","Zallocco","7/4/1986"
"1986-04-19","Cullen","Serre","4/19/1986"
"1986-09-14","Aimee","Shrader","9/14/1986"
"1986-02-07","Christophe","Linares","2/7/1986"
"1986-11-02","Charmane","Bultermann","11/2/1986"
"1986-01-03","Kiyomitsu","Woycyznski","1/3/1986"
"1986-05-25","Adhemar","Talmor","5/25/1986"
"1986-08-03","Serge","Peres","8/3/1986"
"1986-05-21","Radhika","Ranon","5/21/1986"
"1986-01-13","Nathan","Worfolk","1/13/1986"
"1986-12-12","Jaber","Pokrovskii","12/12/1986"
"1986-09-07","Byong","Brandsma","9/7/1986"
"1986-05-14","Guther","Pellegrinelli","5/14/1986"
"1986-01-01","Juichirou","Munke","1/1/1986"
"1986-10-31","Taegyun","Kroon","10/31/1986"
"1986-12-20","Filipp","Bednarek","12/20/1986"
"1986-12-18","Jaber","Oberman","12/18/1986"
"1986-02-25","Sachio","Chenoweth","2/25/1986"
"1986-06-19","Oldrich","Tibblin","6/19/1986"
"1986-11-08","Masato","Wendorf","11/8/1986"
"1986-09-08","Lech","Lung","9/8/1986"
"1986-10-06","Phule","Pramanik","10/6/1986"
"1986-07-31","Honglan","Mahnke","7/31/1986"
"1986-12-25","Kerryn","Plotkin","12/25/1986"
"1986-07-27","Sverrir","Bondorf","7/27/1986"
"1986-04-17","Tommaso","Tzvieli","4/17/1986"
"1986-11-10","Ashish","Ratnaker","11/10/1986"
"1986-05-23","Ingmar","Isard","5/23/1986"
"1986-09-19","Qingxiang","Herbst","9/19/1986"
"1986-08-07","TRUE","Colorni","8/7/1986"
"1986-06-05","Heekeun","Zambonelli","6/5/1986"
"1986-05-06","Kellyn","Lienhardt","5/6/1986"
"1986-12-14","Toshimo","Schoegge","12/14/1986"
"1986-08-20","Adhemar","Anandan","8/20/1986"
"1986-04-02","Val","Showalter","4/2/1986"
"1986-08-07","Chanjung","Jeansoulin","8/7/1986"
"1986-10-31","Yuuichi","Reutenauer","10/31/1986"
"1986-11-29","Supot","Penttonen","11/29/1986"
"1986-01-05","Gio","Boguraev","1/5/1986"
"1986-04-24","Berthier","Marrevee","4/24/1986"
"1986-06-29","Giordano","Oxenboll","6/29/1986"
"1986-05-18","Josyula","Hiraishi","5/18/1986"
"1986-10-15","Takanari","Swist","10/15/1986"
"1986-08-20","Parke","Bratten","8/20/1986"
"1986-03-29","Shugo","Raoux","3/29/1986"
"1986-08-04","Janche","Condotta","8/4/1986"
"1986-03-09","Marit","Sooriamurthi","3/9/1986"
"1986-08-16","Xiahua","Plavsic","8/16/1986"
"1986-03-30","Aral","Merey","3/30/1986"
"1986-02-02","Eric","Niizuma","2/2/1986"
"1986-11-10","Chaosheng","Verhaegen","11/10/1986"
"1986-07-09","Kristin","Stenning","7/9/1986"
"1986-07-15","Zito","Eldridge","7/15/1986"
"1986-12-31","Margareta","Angel","12/31/1986"
"1986-04-20","Denis","Kisuki","4/20/1986"
"1986-05-03","Khalil","Weisert","5/3/1986"
"1986-02-04","Edwin","Baar","2/4/1986"
"1986-11-17","Sushant","Neiman","11/17/1986"
"1986-04-18","Barna","Rindone","4/18/1986"
"1986-02-27","Ravishankar","Reinhard","2/27/1986"
"1986-08-11","Jiakeng","Marrevee","8/11/1986"
"1986-12-16","Kauko","Callaway","12/16/1986"
"1986-02-08","Zeydy","Szemeredi","2/8/1986"
"1986-01-17","Lunjin","Prenel","1/17/1986"
"1986-11-20","Elrique","Emmart","11/20/1986"
"1986-11-06","Remco","Coors","11/6/1986"
"1986-04-03","Yahiko","Parascandalo","4/3/1986"
"1986-10-14","Elrique","Cronan","10/14/1986"
"1986-09-19","Guozhong","Journel","9/19/1986"
"1986-06-21","Arno","Perz","6/21/1986"
"1986-12-28","Bedrich","Vernadat","12/28/1986"
"1986-09-10","Ulises","Serot","9/10/1986"
"1986-12-29","Manu","Krzyzanowski","12/29/1986"
"1986-06-06","Claudi","Cairo","6/6/1986"
"1986-07-06","Youngkon","Pezzoli","7/6/1986"
"1986-09-06","Xinan","Klyachko","9/6/1986"
"1986-09-19","Lucian","Benzmuller","9/19/1986"
"1986-04-29","Feiyu","Jarecki","4/29/1986"
"1986-09-15","Randi","Vecchio","9/15/1986"
"1986-09-27","Ziva","Pews","9/27/1986"
"1986-12-28","Kenroku","Katiyar","12/28/1986"
"1986-01-24","Zhongwei","Goodrum","1/24/1986"
"1986-07-02","Conrado","Ritcey","7/2/1986"
"1986-02-11","Pasqua","Marwedel","2/11/1986"
"1986-08-23","Khatoun","Kopetz","8/23/1986"
"1986-11-29","Sadegh","Strehl","11/29/1986"
"1986-05-25","Fusako","Benantar","5/25/1986"
"1986-08-12","Jeanna","Pramanik","8/12/1986"
"1986-02-01","Kasturi","Borstler","2/1/1986"
"1986-12-28","Nirmal","Heinisuo","12/28/1986"
"1986-10-29","Masadi","Lichtner","10/29/1986"
"1986-11-16","Susanne","Bain","11/16/1986"
"1986-11-09","Ipke","Majewski","11/9/1986"
"1986-12-24","Greger","Anguita","12/24/1986"
"1986-04-29","Paddy","Plavsic","4/29/1986"
"1986-03-22","Xinglin","Schahn","3/22/1986"
"1986-06-01","Mabo","Verspoor","6/1/1986"
"1986-04-03","Stevo","Quadeer","4/3/1986"
"1986-04-30","Mansur","Koshino","4/30/1986"
"1986-01-28","Utpal","Melton","1/28/1986"
"1986-05-22","Steen","Lubachevsky","5/22/1986"
"1986-08-02","Mario","Takkinen","8/2/1986"
"1986-05-12","Kazuhide","Vecchi","5/12/1986"
"1986-08-01","Faiza","Clemencon","8/1/1986"
"1986-12-22","Shigehiro","Ramsak","12/22/1986"
"1986-11-01","Jeane","Vieth","11/1/1986"
"1986-12-26","Utpal","Magalhaes","12/26/1986"
"1986-09-07","Rafols","Savasere","9/7/1986"
"1986-02-06","Moriyoshi","Marrevee","2/6/1986"
"1986-03-10","Indrajit","Roisin","3/10/1986"
"1986-09-15","Tru","Kuszyk","9/15/1986"
"1986-03-03","Oguz","Lorys","3/3/1986"
"1986-05-07","JiYoung","Perng","5/7/1986"
"1986-09-10","Khedija","Journel","9/10/1986"
"1986-03-07","Rafael","Papadias","3/7/1986"
"1986-11-10","Zeljko","Docker","11/10/1986"
"1986-08-26","Shietung","Lubachevsky","8/26/1986"
"1986-10-30","Shen","Gihr","10/30/1986"
"1986-12-23","Nathalie","Garigliano","12/23/1986"
"1986-11-02","Sasan","Kushnir","11/2/1986"
"1986-02-03","Yechezkel","Suri","2/3/1986"
"1986-03-28","Stamatina","Farrow","3/28/1986"
"1986-12-23","Munehiko","Ullian","12/23/1986"
"1986-01-03","Insup","Swab","1/3/1986"
"1986-07-04","Shmuel","Tibblin","7/4/1986"
"1986-07-28","Arvind","Suri","7/28/1986"
"1986-11-09","Zhaofang","Adachi","11/9/1986"
"1986-04-01","Guozhong","Huxford","4/1/1986"
"1986-02-24","Atreye","Weiland","2/24/1986"
"1986-02-08","Florian","Haumacher","2/8/1986"
"1986-08-02","Gianluca","Brobst","8/2/1986"
"1986-11-08","Samphel","Kumaresan","11/8/1986"
"1986-08-21","Hein","Baig","8/21/1986"
"1986-10-11","Chaosheng","Terekhov","10/11/1986"
"1986-10-31","Chinya","Luke","10/31/1986"
"1986-01-11","Shigenori","Linnainmaa","1/11/1986"
"1986-08-15","Bader","Janetzko","8/15/1986"
"1986-05-21","Hyuckchul","Versino","5/21/1986"
"1986-07-01","Sandeepan","Baba","7/1/1986"
"1986-11-21","Berthier","Conia","11/21/1986"
"1986-11-09","Almudena","Pulkowski","11/9/1986"
"1986-01-13","Shmuel","Tyugu","1/13/1986"
"1986-07-16","Shim","Grabner","7/16/1986"
"1986-08-01","Shir","Bednarek","8/1/1986"
"1986-01-26","Luise","Sanella","1/26/1986"
"1986-11-26","Chanjung","Ranka","11/26/1986"
"1986-01-20","Arch","Krzyzanowski","1/20/1986"
"1986-03-16","Anyuan","Dengi","3/16/1986"
"1986-09-15","Susanna","Tyugu","9/15/1986"
"1986-11-27","Naraig","Masamoto","11/27/1986"
"1986-04-08","Toong","Birch","4/8/1986"
"1986-06-24","Girolamo","Werthner","6/24/1986"
"1986-08-03","Mana","Dusink","8/3/1986"
"1986-03-10","Dekang","Jiafu","3/10/1986"
"1986-07-06","Marsal","Keohane","7/6/1986"
"1986-10-10","Shuji","Frijda","10/10/1986"
"1986-04-06","Mari","Nanard","4/6/1986"
"1986-05-31","Shigenori","Angel","5/31/1986"
"1986-03-01","Surveyors","Xiaoshan","3/1/1986"
"1986-09-12","Koldo","Itzfeldt","9/12/1986"
"1986-09-22","Shaleah","Zolotykh","9/22/1986"
"1986-03-22","Akhilish","Kroha","3/22/1986"
"1986-01-29","Baruch","Fiebach","1/29/1986"
"1986-03-28","Ishfaq","Wrigley","3/28/1986"
"1986-01-26","Berthier","Mansanne","1/26/1986"
"1986-07-19","Radhia","Baez","7/19/1986"
"1986-09-29","Ortrud","Cannata","9/29/1986"
"1986-01-27","Ashish","Rusmann","1/27/1986"
"1986-04-02","Tua","Sewelson","4/2/1986"
"1986-01-14","Spyrose","Lipner","1/14/1986"
"1986-06-28","Khoa","Hofstetter","6/28/1986"
"1986-02-19","Berna","Morrin","2/19/1986"
"1986-04-01","Odysseas","Stranks","4/1/1986"
"1986-04-09","Unal","Prampolini","4/9/1986"
